2025-06-27 18:57:26 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202506
2025-06-27 18:57:26 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202506/data.parquet, 数据大小: (2, 9)
2025-06-27 18:57:26 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将目标数据与已有数据合并
2025-06-27 18:57:26 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 合并后的数据大小: (18, 10)
2025-06-27 18:57:26 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202506/data.parquet
2025-06-27 18:57:26 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_researcher
2025-06-28 11:36:22 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:36:22 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:36:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:36:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:36:22 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (19, 7)
2025-06-28 11:36:22 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-06-28 11:36:22 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-06-28 11:36:22 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-06-28 11:36:22 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (0, 9)
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 开始存储 pd.DataFrame 数据
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_researcher]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行分区存储
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 待存储数据中有 1 个分区
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行目标分区存储: 202503
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 只有待入库数据, 根据主键去重: (19, 10)
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet
2025-06-28 11:36:56 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_researcher
2025-06-28 11:36:56 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:36:56 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (8, 7)
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-06-28 11:36:56 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-06-28 11:36:56 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (0, 9)
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 开始存储 pd.DataFrame 数据
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_researcher]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行分区存储
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 待存储数据中有 1 个分区
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行目标分区存储: 202503
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet, 数据大小: (19, 9)
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将目标数据与已有数据合并
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 合并后的数据大小: (27, 10)
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet
2025-06-28 11:37:09 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_researcher
2025-06-28 11:37:09 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:37:09 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (26, 7)
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-06-28 11:37:09 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-06-28 11:37:09 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (0, 9)
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 开始存储 pd.DataFrame 数据
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_researcher]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行分区存储
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 待存储数据中有 1 个分区
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行目标分区存储: 202503
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet, 数据大小: (27, 9)
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将目标数据与已有数据合并
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 合并后的数据大小: (53, 10)
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet
2025-06-28 11:37:49 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_researcher
2025-06-28 11:37:49 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:37:49 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (13, 7)
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-06-28 11:37:49 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-06-28 11:37:49 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (0, 9)
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 开始存储 pd.DataFrame 数据
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_researcher]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行分区存储
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 待存储数据中有 1 个分区
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行目标分区存储: 202503
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet, 数据大小: (53, 9)
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将目标数据与已有数据合并
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 合并后的数据大小: (66, 10)
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet
2025-06-28 11:38:11 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_researcher
2025-06-28 11:38:11 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:38:11 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (3, 7)
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-06-28 11:38:11 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-06-28 11:38:11 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (0, 9)
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 开始存储 pd.DataFrame 数据
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_researcher]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行分区存储
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 待存储数据中有 1 个分区
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行目标分区存储: 202503
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet, 数据大小: (66, 9)
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将目标数据与已有数据合并
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 合并后的数据大小: (69, 10)
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202503/data.parquet
2025-06-28 11:38:22 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_researcher
2025-06-28 11:38:22 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:38:22 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (0, 7)
2025-06-28 11:38:22 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:38:22 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (0, 7)
2025-06-28 11:38:22 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:38:22 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (0, 7)
2025-06-28 11:38:22 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aisugar_hisugar
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 加载 metadata
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aisugar_hisugar 读取 dataframe 数据, 执行分区读取
2025-06-28 11:38:22 - dbfile_sugar - INFO - 成功从 aisugar_hisugar 读取 dataframe 数据，数据大小: (25, 7)
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-06-28 11:38:22 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-06-28 11:38:22 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (0, 9)
2025-06-28 11:38:55 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-06-28 11:38:55 - DBFile - ERROR - 从 aibot_sentimental_suggar_researcher 读取 dataframe 数据, 表名不存在！
2025-06-28 11:38:57 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 开始存储 pd.DataFrame 数据
2025-06-28 11:38:57 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_researcher]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher
2025-06-28 11:38:57 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行分区存储
2025-06-28 11:38:57 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 待存储数据中有 1 个分区
2025-06-28 11:38:57 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 执行目标分区存储: 202504
2025-06-28 11:38:57 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_researcher/partitionBy=202504
2025-06-28 11:38:57 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_researcher, 只有待入库数据, 根据主键去重: (25, 10)
